Key,polish
ulmContainerSciFi01CLootSecure,"Secure Metal Container"
ulmContainerSciFi01CLootSecureDesc,"Durable and spacey large storage. Dimensions (WxDxH): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecureSigned,"Signed Metal Container"
ulmContainerSciFi01CLootSecureSignedDesc,"Durable and spacey large storage. Dimensions (WxDxH): [decea3]2x1x1[-]"
ulmContainerSciFi01D,"Metal Container (Deco)"
ulmContainerSciFi01DDesc,"Decoration only, has no storage. Dimensions (WxDxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLoot,"Metal Container"
ulmContainerSciFi01DLootDesc,"Durable and spacey large storage. Dimensions (WxDxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecure,"Secure Metal Container"
ulmContainerSciFi01DLootSecureDesc,"Durable and spacey large storage. Dimensions (WxDxH): [decea3]2x1x1[-]"
ulmContainerSciFi01DLootSecureSigned,"Signed Metal Container"
ulmContainerSciFi01DLootSecureSignedDesc,"Durable and spacey large storage. Dimensions (WxDxH): [decea3]2x1x1[-]"
ulmContainerSciFiVariantHelper,"Tech Containers"
ulmContainerSciFiVariantHelperDesc,"For building POIs and creative use only."
ulmBlockElevatorPlatform2,"Elevator Platform (2 Floors)"
ulmBlockElevatorPlatform2Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x6[-]"
ulmBlockElevatorPlatform3,"Elevator Platform (3 Floors)"
ulmBlockElevatorPlatform3Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x11[-]"
ulmBlockElevatorPlatform4,"Elevator Platform (4 Floors)"
ulmBlockElevatorPlatform4Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x16[-]"
ulmBlockElevatorPlatform5,"Elevator Platform (5 Floors)"
ulmBlockElevatorPlatform5Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x21[-]"
ulmBlockElevatorPlatform6,"Elevator Platform (6 Floors)"
ulmBlockElevatorPlatform6Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x26[-]"
ulmLightCeiling02Player,"Silver Dome Light"
ulmLightCeiling02BrassPlayer,"Brass Dome Light"
ulmLightCeiling04Player,"Warehouse Ceiling Light"
ulmLightCeiling05Player,"Silver Glass Light"
ulmLightCeiling05BrassPlayer,"Brass Glass Light"
ulmLightCeilingFanPlayer,"Ceiling Fan Light"
ulmLightChandelierFanPlayer,"Chandelier"
ulmLightDeskLampPlayer,"Desk Lamp"
ulmLightEndTablePlayer,"End Table Light"
ulmLightFluorescentPlayer,"Fluorescent Light"
ulmLightFlashlightPlayer,"Industrial Flashlight"
ulmLightPorch01Player,"Old Outdoor Light"
ulmLightPorch04Player,"Iron Outdoor Light"
ulmLightPorch04BrassPlayer,"Brass Outdoor Light"
ulmLightRecessedPlayer,"Recessed Light"
ulmLightRoadBarricadePlayer,"Lit Road Barricade"
ulmLightRoadBarricadePlayerDesc,"Has built in battery for generating enough power to keep the lights on."
ulmLightSconcePlayer,"Sconce Light"
ulmLightSignExitPlayer,"Exit Sign"
ulmLightSignOpen,"Open Sign"
ulmLightSignPillsLogoPlayer,"Large Pills Logo Light"
ulmLightSignPillsLogoSmallPlayer,"Pills Logo Light"
ulmLightStreetLampClassicPlayer,"Classic Street Light"
ulmLightTableLampPlayer,"Table Lamp"
ulmLightTrackPlayer,"Track Light"
ulmLightWall01Player,"Warehouse Outdoor Light"
ulmLightWorkLampPlayer,"Work Light"
ulmLightXRayDisplay1Player,"X-Ray Display A"
ulmLightXRayDisplay2Player,"X-Ray Display B"
ulmStreetLight01Player,"Street Light"
ulmStreetLight02Player,"Street Light Double"
ulmStreetLight03Player,"Street Light Triple"
ulmStreetLight04Player,"Street Light Quad"
ulmFluorescentLightPlayer,"Light Bay"
ulmFluorescentLightBrokenPlayer,"Broken Light Bay"
ulmBlockResourceCarBattery,"Car Battery"
ulmBlockResourceCarBatteryDesc,"For POI Building"
ulmBlockResourceCarBatteryCentered,"Car Battery (Centered)"
ulmBlockResourceCarBatteryCenteredDesc,"For POI Building"
ulmBlockResourceCarBatteryCorner,"Car Battery (Corner)"
ulmBlockResourceCarBatteryCornerDesc,"For POI Building"
ulmBlockResourcePropaneTank,"Gas Tank"
ulmBlockResourcePropaneTankDesc,"Highly flammable gas. Used to craft working ovens and advanced chemistry stations that don't require burnable fuel. [FF6A00]Caution: Upgrading existing Chemistry Station will remove all items from fuel, tool and output slots.[-]"
ulmBlockResourceWaterTank,"Water Tank"
ulmBlockResourceWaterTankDesc,"A tank filled with water. You can use it to craft or connect to an existing faucet (Wrench required) in the world so that it can be used to fill your empty water containers."
ulmBlockWireStrippers,"Wire Tool"
ulmBlockWireStrippersDesc,"For POI Building"
ulmStationArtisan_1,"Artisan's Table"
ulmStationArtisan_1Desc,"Workplace for crafting various kinds of building and decorative blocks."
ulmStationArtisan_2,"Artisan's Table (Tier 2)"
ulmStationArtisan_2Desc,"Improved workplace for crafting various kinds of building and decorative blocks."
ulmStationBallistics_1,"Ballistics Table"
ulmStationBallistics_1Desc,"Workplace for handling, assembling and crafting ammo."
ulmStationBallistics_2,"Ballistics Table (Tier 2)"
ulmStationBallistics_2Desc,"Workplace for handling, assembling and crafting ammo."
ulmStationCarpenter_1,"Carpenter's Table"
ulmStationCarpenter_1Desc,"Workplace for crafting wood based items and furniture."
ulmStationCarpenter_2,"Carpenter's Table (Tier 2)"
ulmStationCarpenter_2Desc,"[decea3]10%[-] Less Resources Used\n[decea3]15%[-] Faster Crafting. Less wasteful crafting: yield more resources."
ulmStationCarpenter_3,"Carpenter's Table (Tier 3)"
ulmStationCarpenter_3Desc,"[decea3]20%[-] Less Resources Used\n[decea3]30%[-] Faster Crafting. Less wasteful crafting: yield even more resources."
ulmStationChemistry_1,"Chemistry Station"
ulmStationChemistry_1Desc,"Mix and brew all sorts of mixtures and chemicals."
ulmStationDisassembly_1,"Disassembly Station"
ulmStationDisassembly_1Desc,"Workplace for disassembling various complex items or blocks."
ulmStationEvent_1,"Festivity Event Deco Station"
ulmStationEvent_1Desc,"Workplace for crafting various festivity event related decorations."
ulmStationForge_1,"Blacksmith's Forge"
ulmStationForge_1Desc,"Workplace for processing various metal bits and ingots."
ulmStationForge_2,"Blacksmith's Forge (Tier 2)"
ulmStationForge_2Desc,"Allows shaping steel and titanium."
ulmStationFurnace_1,"Furnace"
ulmStationFurnace_1Desc,"Workplace for crafting metal ingots, bricks and cement."
ulmStationFurnace_2,"Furnace (Tier 2)"
ulmStationFurnace_2Desc,"Allows smelting of Silver, Gold, Steel and Titanium into ingots."
ulmStationMaintenance_1,"Maintenance Station"
ulmStationMaintenance_1Desc,"Allows repair and upgrade of items"
ulmStationMaintenance_2,"Maintenance Station (Tier 2)"
ulmStationMaintenance_2Desc,"Allows repair and upgrade of items"
ulmStationMaintenance_3,"Maintenance Station (Tier 3)"
ulmStationMaintenance_3Desc,"Allows repair and upgrade of items"
ulmStationMechanic_1,"Mechanic's Table"
ulmStationMechanic_1Desc,"Workplace for making basic vehicles such as bicycles, minibikes, motorcycles, their parts and mods."
ulmStationMechanic_2,"Mechanic's Table (Tier 2)"
ulmStationMechanic_2Desc,"Workplace for making advanced vehicles such as cars, trucks, their parts and mods."
ulmStationMortarAndPestle_1,"Mortar and Pestle"
ulmStationMortarAndPestle_1Desc,"Workplace for grinding down various items into powder."
ulmStationResearch_1,"Research Station"
ulmStationResearch_1Desc,"Workplace for researching tier 1 technologies and blueprints."
ulmStationResearch_2,"Research Station (Tier 2)"
ulmStationResearch_2Desc,"Workplace for researching tier 2 technologies and blueprints."
ulmStationResearch_3,"Research Station (Tier 3)"
ulmStationResearch_3Desc,"Workplace for researching tier 3 technologies and blueprints."
ulmStationTailor_1,"Tailor's Station"
ulmStationTailor_1Desc,"Workplace for crafting fabric, clothing and armor."
ulmStationWorkbench_1,"Workbench"
ulmStationWorkbench_1Desc,"Allows you to craft more advanced items and blocks than with your bare hands."
workbench3DPrinter,"3D Printer"
workbench3DPrinterDesc,"Workplace for printing parts from various polymer based filaments."
workbenchBackpackDesc,"Can craft the most basic items, that don't require any specialized tools."
WorkbenchCampfire2,"Campfire T2"
WorkbenchCampfire3,"Campfire T3"
WorkbenchCampfire4,"Campfire T4"
workbenchCementMixerDesc,"Helps you craft materials like concrete or asphalt."
workbenchFarming,"Farmers Workbench"
workbenchFarmingDesc,"Workplace for crafting seeds, fertilizer, pots etc."
workbenchTableSawDesc,"Create furniture, advanced shapes and decorations for your base."
workbenchTannery,"Tannery"
workbenchTanneryDesc,"Workplace for drying and preparing hides for further processing."
ulmContainerTest,"Cabinet"
ulmContainerTest2,"Desk"
ulmContainerBagDuffle,"Duffel Bag"
ulmContainerBagDuffleDesc,"A simple container to store some loot."
ulmContainerSafeWallEmpty,"Wall Safe"
ulmContainerSmallSafeVariantHelper,"Small Safe"
ulmContainerSmallSafeVariantHelperDesc,"Tiny, but secure storage for storing your valuables.\n[808080]Contains multiple shapes.[-]"
ulmDecoChristmasTree,"Christmas Tree"
ulmDecoIronTable,"Iron Table"
ulmDecoIronTableDesc,"A sturdy Iron table made out of iron plates, pipes and other iron pieces."
ulmDecoLogTable,"Log Table"
ulmDecoLogTableDesc,"A primitive table made out of logs and basic planks as the surface."
ulmDecoPresentBox01a,"Present Box"
ulmDecoPresentBox01b,"Present Box"
ulmDecoPresentBox01c,"Present Box"
ulmDecoPresentBox01d,"Present Box"
ulmDecoPresentBox02a,"Present Box"
ulmDecoPresentBox02b,"Present Box"
ulmDecoPresentBox02c,"Present Box"
ulmDecoPresentBox02d,"Present Box"
ulmDecoPresentBox03a,"Present Box"
ulmDecoPresentBox03b,"Present Box"
ulmDecoPresentBox03c,"Present Box"
ulmDecoPresentBox03d,"Present Box"
ulmDecoPresentBox04a,"Present Box"
ulmDecoPresentBox04b,"Present Box"
ulmDecoPresentBox04c,"Present Box"
ulmDecoPresentBox04d,"Present Box"
ulmDecoPresentBox05a,"Present Box"
ulmDecoPresentBox05b,"Present Box"
ulmDecoPresentBox05c,"Present Box"
ulmDecoPresentBox06a,"Present Box"
ulmDecoPresentBox06b,"Present Box"
ulmDecoPresentBoxVariantHelper,"Present Box"
ulmDecoSnowman01,"Snowman"
ulmDecoSnowman02,"Snowman"
ulmDecoSnowmanVariantHelper,"Snowman"
ulmDecoSquirrelTexCubSF,"Plush Squirrel"
ulmDecoSquirrelTexCubSFDesc,"I remember one time playing around with a toy just like this. You can decorate your base with it, burn it or salvage it for its raw resources."
ulmDecoToySquirrel,"Plush Squirrel"
ulmDecoToySquirrelDesc,"I remember one time playing around with a toys just like this. Can be placed as a decoration. Burnable or salvageable to get a small amount of cotton."
ulmDoorClassic01aSingle,"House Door 1-A"
ulmDoorClassic01aDouble,"Double House Door 1-A"
ulmDoorClassic01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01bSingle,"House Door 1-B"
ulmDoorClassic01bDouble,"Double House Door 1-B"
ulmDoorClassic01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01cSingle,"House Door 1-C"
ulmDoorClassic01cDouble,"Double House Door 1-C"
ulmDoorClassic01cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01dSingle,"House Door 1-D"
ulmDoorClassic01dDouble,"Double House Door 1-D"
ulmDoorClassic01dSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01dDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01eSingle,"House Door 1-E"
ulmDoorClassic01eDouble,"Double House Door 1-E"
ulmDoorClassic01eSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01eDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01fSingle,"House Door 1-F"
ulmDoorClassic01fDouble,"Double House Door 1-F"
ulmDoorClassic01fSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01fDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01gSingle,"House Door 1-G"
ulmDoorClassic01gDouble,"Double House Door 1-G"
ulmDoorClassic01gSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01gDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01aSingle,"Modern House Door 1-A"
ulmDoorModern01aDouble,"Modern Double House Door 1-A"
ulmDoorModern01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01bSingle,"Modern Door 1-B"
ulmDoorModern01bDouble,"Modern Double Door 1-B"
ulmDoorModern01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01aSingle,"Industrial Door 1-A"
ulmDoorIndustrial01aDouble,"Industrial Double Door 1-A"
ulmDoorIndustrial01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01bSingle,"Industrial Door 1-B"
ulmDoorIndustrial01bDouble,"Industrial Double Door 1-B"
ulmDoorIndustrial01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aSingle,"Industrial Door 2-A"
ulmDoorIndustrial02aSingleNoGlass,"Industrial Door 2-A"
ulmDoorIndustrial02aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aDouble,"Industrial Double Door 2-A"
ulmDoorIndustrial02aDoubleNoGlass,"Industrial Double Door 2-A"
ulmDoorIndustrial02aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bSingle,"Industrial Door 2-B"
ulmDoorIndustrial02bSingleNoGlass,"Industrial Door 2-B"
ulmDoorIndustrial02bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bDouble,"Industrial Double Door 2-B"
ulmDoorIndustrial02bDoubleNoGlass,"Industrial Double Door 2-B"
ulmDoorIndustrial02bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cSingle,"Industrial Door 2-C"
ulmDoorIndustrial02cSingleNoGlass,"Industrial Door 2-C"
ulmDoorIndustrial02cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cDouble,"Industrial Double Door 2-C"
ulmDoorIndustrial02cDoubleNoGlass,"Industrial Double Door 2-C"
ulmDoorIndustrial02cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03aDouble,"Industrial Double Door 3-A"
ulmDoorIndustrial03aDoubleNoGlass,"Industrial Double Door 3-A"
ulmDoorIndustrial03aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bSingle,"Industrial Door 2-B"
ulmDoorIndustrial03bSingleNoGlass,"Industrial Door 2-B"
ulmDoorIndustrial03bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bDouble,"Industrial Double Door 3-B"
ulmDoorIndustrial03bDoubleNoGlass,"Industrial Double Door 3-B"
ulmDoorIndustrial03bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cSingle,"Industrial Door 3-C"
ulmDoorIndustrial03cSingleNoGlass,"Industrial Door 3-C"
ulmDoorIndustrial03cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cDouble,"Industrial Double Door 3-C"
ulmDoorIndustrial03cDoubleNoGlass,"Industrial Double Door 3-C"
ulmDoorIndustrial03cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12aDouble,"Industrial Double Door 12-A"
ulmDoorIndustrial12aDoubleNoGlass,"Industrial Double Door 12-A"
ulmDoorIndustrial12aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bSingle,"Industrial Door 2-B"
ulmDoorIndustrial12bSingleNoGlass,"Industrial Door 2-B"
ulmDoorIndustrial12bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bDouble,"Industrial Double Door 12-B"
ulmDoorIndustrial12bDoubleNoGlass,"Industrial Double Door 12-B"
ulmDoorIndustrial12bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cSingle,"Industrial Door 3-C"
ulmDoorIndustrial12cSingleNoGlass,"Industrial Door 3-C"
ulmDoorIndustrial12cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cDouble,"Industrial Double Door 12-C"
ulmDoorIndustrial12cDoubleNoGlass,"Industrial Double Door 12-C"
ulmDoorIndustrial12cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorSciFi01,"Sliding Iron Door"
ulmDoorSciFi01Desc,"Durable sliding iron door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Insecure,"Insecure Sliding Iron Door"
ulmDoorSciFi01InsecureDesc,"Durable sliding iron door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Locked,"Locked Sliding Iron Door"
ulmDoorSciFi01LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Powered,"Powered Sliding Iron Door"
ulmDoorSciFi01PoweredDesc,"Durable sliding iron door made out iron. Requires Power. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02,"Sliding Glass Door"
ulmDoorSciFi02Desc,"Durable sliding glass door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Insecure,"Insecure Sliding Glass Door"
ulmDoorSciFi02InsecureDesc,"Durable sliding glass door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Locked,"Locked Sliding Glass Door"
ulmDoorSciFi02LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Powered,"Powered Sliding Glass Door"
ulmDoorSciFi02PoweredDesc,"Durable sliding glass door made out iron. Requires Power. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Screen,"Info Screen"
ulmDoorSciFi02ScreenDesc,"Sign screen, that can display your written text on it."
ulmDoorSciFi02Switch,"Switch"
